hotel_id,numero_habitacion,tipo
78545,1,Matrimonial
78545,2,Sencilla
78545,3,Matrimonial
78545,4,
78545,5,
78545,6,Triple
78545,7,Suite
78545,8,Triple
78545,9,Suite
78545,10,Doble
78545,11,
,12,Suite
,13,Suite
78545,14,Triple
78545,15,Matrimonial
78545,16,Matrimonial
78545,17,Matrimonial
78545,18,Suite
78545,19,Sencilla
78545,20,Suite
78552,0,Sencilla
78552,1,Matrimonial
78552,2,Sencilla
78552,,Cuadruple
78552,4,Matrimonial
78552,5,
78552,6,Cuadruple
78552,7,Doble
78552,8,Cuadruple
,9,Sencilla
78552,,Triple
78552,11,Triple
78552,12,Matrimonial
78552,,Matrimonial
78552,14,Matrimonial
78552,15,Suite
78552,16,Suite
78552,17,Triple
78552,,Sencilla
78552,19,Suite
78552,20,
78552,21,Triple
78552,22,Matrimonial
78552,23,Doble
78552,24,Matrimonial
78552,25,Triple
78558,0,Matrimonial
78558,1,Cuadruple
78558,2,
78558,,Matrimonial
78558,4,Cuadruple
78558,5,Triple
78558,6,Suite
78558,7,Cuadruple
78558,8,Suite
78558,9,Triple
78558,10,Matrimonial
78558,11,Triple
78561,0,Suite
,1,Triple
78561,2,Sencilla
78561,3,Doble
78561,4,Suite
78561,5,Doble
78561,6,Triple
78561,7,
78561,8,
78561,9,
78561,10,Cuadruple
78561,11,Doble
78561,12,Sencilla
78561,13,Suite
78561,14,Cuadruple
78561,15,
78561,16,Cuadruple
78561,17,Triple
78561,18,
78561,19,Cuadruple
78561,20,Suite
78561,21,Doble
78561,,Cuadruple
78561,23,Matrimonial
78561,24,
78561,25,Doble
78561,26,Triple
78561,,Sencilla
,28,Cuadruple
78561,29,Matrimonial
78561,30,Triple
78561,31,Sencilla
78580,0,Suite
78580,1,Triple
78580,2,Cuadruple
78580,3,Triple
78580,4,Suite
78580,5,Suite
78580,6,Triple
78580,7,
78580,8,Doble
78580,9,Triple
78580,10,Doble
78580,11,Matrimonial
78580,12,Sencilla
78580,13,Cuadruple
78580,14,Suite
78580,15,Cuadruple
78580,16,Triple
78580,17,Sencilla
78580,18,Matrimonial
78580,19,Suite
78580,20,Cuadruple
78580,21,Triple
78580,,Sencilla
78582,0,
78582,1,Triple
78582,2,Matrimonial
78582,3,Triple
,4,Matrimonial
78582,5,Suite
78582,6,Matrimonial
78582,7,Matrimonial
78582,8,Cuadruple
78582,9,Doble
,10,Cuadruple
78582,11,Matrimonial
78582,12,Matrimonial
,,Triple
78582,14,Cuadruple
78582,15,Matrimonial
78582,16,Matrimonial
78582,17,Sencilla
78582,18,Doble
78582,19,Matrimonial
,20,Suite
78582,21,Triple
78582,,Matrimonial
78582,23,Matrimonial
78582,24,Doble
78582,25,Sencilla
78582,26,Sencilla
78582,27,Cuadruple
,,Sencilla
78593,,Doble
78598,0,Matrimonial
78598,1,Cuadruple
78598,2,Sencilla
78598,3,Sencilla
78598,4,Doble
78598,5,Doble
78598,6,Doble
78598,7,Triple
78598,8,Triple
78598,9,Triple
78598,10,Matrimonial
78598,11,Cuadruple
78598,12,Triple
78598,13,Cuadruple
78598,14,Triple
78598,15,Cuadruple
78598,16,Cuadruple
78598,17,Sencilla
78598,18,Cuadruple
78598,19,Sencilla
78598,20,Sencilla
78598,21,Suite
78598,,Sencilla
78598,23,Matrimonial
78598,,Suite
78598,25,Doble
78598,26,Suite
78604,0,Doble
78604,1,Matrimonial
78604,2,Triple
78604,3,Matrimonial
78604,4,Sencilla
78604,5,Triple
78604,6,Cuadruple
78604,7,Sencilla
78604,8,Triple
78604,9,
78604,10,Matrimonial
78604,11,Matrimonial
78604,12,Suite
78604,13,Cuadruple
78604,14,Triple
78604,15,
78604,16,Doble
78604,17,Cuadruple
78604,18,Doble
78604,19,Sencilla
78604,20,Sencilla
78604,21,Cuadruple
78604,22,
78604,,Matrimonial
78604,24,Cuadruple
78604,,Matrimonial
,2,Cuadruple
78638,,Matrimonial
78638,,Cuadruple
,,Triple
78638,,Matrimonial
,21,Triple
,22,Sencilla
78638,,Sencilla
78677,,Doble
78677,1,Suite
78677,2,Sencilla
78677,3,Triple
78677,4,Triple
78677,5,Cuadruple
78677,6,Triple
78677,7,Matrimonial
78677,8,Matrimonial
,9,Sencilla
78677,10,Suite
78677,11,Sencilla
78677,12,Cuadruple
78677,13,Matrimonial
78677,14,Sencilla
,15,Sencilla
,16,Matrimonial
78677,17,Suite
78677,18,Triple
78677,19,Triple
78677,20,
78677,21,Matrimonial
78677,22,Sencilla
78677,23,Cuadruple
78677,24,Matrimonial
78677,25,Doble
78677,,Sencilla
78685,0,Cuadruple
78685,1,Matrimonial
78685,2,Matrimonial
78685,3,Doble
78685,4,Suite
78685,5,Matrimonial
78685,6,Sencilla
78685,,Sencilla
78685,8,Cuadruple
78685,9,
78685,10,Sencilla
78685,11,Triple
78685,12,Triple
78685,13,Suite
78685,14,Suite
78685,15,Suite
78685,16,Cuadruple
78685,17,Doble
78685,18,Triple
78685,19,Suite
78685,20,Doble
78685,21,Suite
78685,22,Triple
78685,23,Suite
78685,24,Triple
78685,25,Doble
78685,26,Triple
,27,Suite
78685,28,Doble
78685,29,
,30,Cuadruple
78685,31,Suite
,32,Doble
78685,33,Triple
78685,34,Cuadruple
78685,35,Suite
78685,36,Cuadruple
78685,37,Matrimonial
78685,38,Suite
78691,0,Sencilla
78691,1,Triple
78691,2,Doble
78691,3,Sencilla
78691,4,Cuadruple
78691,5,
78691,6,Sencilla
78691,7,Sencilla
78691,8,Triple
78691,9,Doble
78691,10,Suite
78691,11,Sencilla
78691,12,Triple
78691,13,Suite
78691,14,Cuadruple
78691,,Sencilla
78691,16,Triple
78691,17,Doble
78691,18,Triple
,19,Matrimonial
78691,20,Matrimonial
78691,21,Doble
78691,22,Triple
78696,0,Cuadruple
78696,1,Cuadruple
78696,2,Sencilla
78696,,
78696,4,Sencilla
78696,5,Matrimonial
78696,6,Suite
,7,Triple
78696,8,Suite
78696,9,Doble
78696,10,Triple
78696,11,Matrimonial
78696,12,Suite
78696,13,Sencilla
78696,14,Doble
78696,15,Matrimonial
78696,16,Suite
78696,17,Cuadruple
78696,18,Suite
78696,19,Triple
,0,Suite
78719,1,Sencilla
78719,2,Matrimonial
78719,3,Matrimonial
78719,4,Sencilla
78719,5,Doble
78719,6,Triple
78719,7,Triple
78719,8,Sencilla
78719,9,Suite
78719,10,Sencilla
78719,11,
78719,12,Doble
78719,13,Sencilla
78719,14,Sencilla
78719,15,Doble
78719,16,Doble
78719,17,Doble
78719,18,Suite
78719,19,Sencilla
78719,20,Doble
,21,Doble
78719,22,Cuadruple
78719,23,Matrimonial
78719,24,Cuadruple
78719,25,
78719,26,Suite
78719,27,Triple
78719,28,Matrimonial
78719,29,Cuadruple
78719,30,Triple
78719,31,Doble
,32,Triple
78719,33,
78719,34,Cuadruple
78719,35,Matrimonial
78769,0,Matrimonial
78769,,Cuadruple
78769,2,Matrimonial
78769,3,Suite
78769,4,
78769,5,Cuadruple
78769,6,Suite
78769,,Matrimonial
,8,Doble
78769,9,Doble
78769,10,Triple
78769,11,Cuadruple
78769,12,Doble
78769,13,Cuadruple
78769,14,Sencilla
78769,15,Cuadruple
78769,16,
78769,17,Suite
78769,18,Triple
78769,19,Sencilla
78769,20,Triple
78769,21,
78769,22,Matrimonial
78769,23,Doble
78769,24,Sencilla
78769,25,Triple
78788,,Cuadruple
,3,Triple
,6,Doble
78788,,Matrimonial
78797,0,Suite
78797,1,Sencilla
78797,2,Triple
78797,3,Doble
78797,4,Triple
78797,5,Doble
78797,6,Sencilla
78797,7,Triple
78797,8,Sencilla
78797,9,Sencilla
78797,10,Cuadruple
78797,11,Suite
78797,12,Doble
78797,13,Suite
78797,14,Suite
78797,,
78816,,Triple
78816,,Matrimonial
78835,0,Cuadruple
78835,,Cuadruple
78835,2,Doble
78835,3,Triple
78835,4,Matrimonial
78835,5,Sencilla
78835,6,Suite
78835,7,Doble
78835,8,Suite
78835,9,Triple
78835,10,Suite
78835,,Cuadruple
78835,12,Cuadruple
78835,13,Triple
78835,14,Doble
78835,15,Doble
78835,16,Doble
78835,17,Doble
,0,Doble
78841,1,Cuadruple
78841,,Doble
78841,3,Doble
78841,4,Matrimonial
78841,5,Matrimonial
78841,6,Triple
78841,7,Suite
78841,8,Suite
78841,9,Suite
78841,10,Sencilla
78841,11,Triple
78841,12,Matrimonial
78841,13,Triple
78841,14,Triple
78841,15,Sencilla
78841,16,Suite
78841,17,Suite
78841,18,Sencilla
78841,19,Triple
78841,20,Doble
78841,,Sencilla
,22,Triple
78841,23,Matrimonial
78841,24,Matrimonial
78841,25,Suite
78841,26,Sencilla
78841,27,Doble
78850,,Triple
78850,,Suite
,13,Triple
,20,Doble
78853,,Suite
78853,,Suite
,15,Cuadruple
,,Matrimonial
78880,,Cuadruple
78880,,Doble
78880,,Suite
78921,0,Sencilla
78921,1,Matrimonial
78921,,Cuadruple
78921,3,Sencilla
78921,4,Sencilla
78921,5,Cuadruple
78921,6,Cuadruple
78921,7,Triple
78921,8,Suite
78921,9,Suite
78921,10,Suite
78921,11,Cuadruple
78921,12,Matrimonial
78921,13,Matrimonial
78921,,Cuadruple
78921,15,Matrimonial
78921,16,Sencilla
78921,17,Matrimonial
78921,18,Matrimonial
78932,0,Doble
78932,1,Cuadruple
78932,2,Sencilla
78932,3,Matrimonial
78932,4,Triple
78932,5,Matrimonial
78932,6,Triple
78932,,Cuadruple
78932,8,Sencilla
78932,9,Doble
78932,10,Suite
78932,11,Matrimonial
78932,12,Matrimonial
78932,13,Sencilla
78932,14,Suite
78932,15,Cuadruple
78932,16,Sencilla
78932,17,Doble
78932,18,Sencilla
78932,19,Matrimonial
78932,20,Cuadruple
78932,21,Sencilla
78932,22,Sencilla
78932,23,Cuadruple
78932,24,Doble
78932,25,Cuadruple
,,Triple
78983,0,Matrimonial
78983,1,Matrimonial
78983,2,Cuadruple
78983,3,Cuadruple
78983,4,Suite
78983,5,Triple
78983,6,Suite
78983,7,Doble
78983,8,Doble
78983,9,Triple
78983,10,Suite
78983,11,Cuadruple
,12,Doble
78983,13,Triple
78983,14,Matrimonial
78983,15,Triple
78983,16,Matrimonial
78983,,Sencilla
78983,18,Matrimonial
78983,19,Matrimonial
78983,20,Suite
78983,21,Sencilla
78983,22,Matrimonial
,23,
78983,,Doble
78983,25,Sencilla
78983,,
78983,27,
78983,28,Suite
78983,29,Suite
78983,30,Suite
78983,31,Triple
78983,32,Sencilla
78990,,Matrimonial
78990,1,Triple
78990,2,Suite
78990,3,Triple
78990,4,Sencilla
78990,5,Sencilla
78990,6,Matrimonial
78990,7,Sencilla
78990,8,Sencilla
78990,9,Sencilla
78990,10,Matrimonial
,11,Triple
78990,,Suite
78990,13,Suite
78990,14,Matrimonial
78990,15,Cuadruple
78990,16,Sencilla
78990,17,Sencilla
78990,18,Suite
78990,19,Sencilla
78990,,Triple
78990,21,Matrimonial
78990,22,Suite
78990,23,Sencilla
78997,0,
78997,1,Sencilla
,2,Doble
78997,3,Sencilla
78997,,
78997,5,Sencilla
78997,6,Matrimonial
78997,7,Doble
78997,8,Doble
78997,9,Sencilla
78997,10,Triple
78997,11,Doble
78997,12,Sencilla
78997,13,Doble
78997,,Matrimonial
,15,Triple
78997,16,Cuadruple
78997,17,Cuadruple
78997,18,
78997,19,Suite
78997,20,Suite
78997,21,Sencilla
78997,22,Cuadruple
78997,23,
78997,24,Matrimonial
79032,0,Matrimonial
79032,1,Triple
79032,2,Suite
79032,3,Matrimonial
79032,4,Matrimonial
79032,5,Suite
79032,6,Matrimonial
79032,7,Doble
79032,8,Triple
,9,Cuadruple
79032,10,Sencilla
79032,11,Suite
79032,12,Matrimonial
79032,13,Cuadruple
79032,14,Matrimonial
79032,15,Sencilla
79032,16,Triple
79032,17,Sencilla
79032,18,Triple
79032,19,Sencilla
79032,20,
79032,,
79032,22,Suite
79032,23,Sencilla
79032,24,Sencilla
79032,25,Doble
79032,26,Suite
79032,27,Matrimonial
79032,28,Matrimonial
79032,29,Sencilla
79032,30,Matrimonial
79032,31,Matrimonial
79032,32,Sencilla
,33,Doble
79039,0,Suite
79039,1,Triple
79039,2,Doble
79039,,Cuadruple
79039,4,Cuadruple
79039,5,Sencilla
79039,6,Triple
79039,7,Matrimonial
79039,8,
79039,9,Suite
79039,10,Suite
79039,11,Suite
79039,12,Cuadruple
79039,13,Triple
79048,0,Cuadruple
79048,,Doble
79048,2,Sencilla
79048,3,
79048,4,Doble
79048,5,Triple
79048,6,Sencilla
79048,7,Triple
79048,8,Sencilla
,9,Doble
79048,10,Doble
79048,11,Doble
79048,12,Matrimonial
79048,13,Sencilla
79048,14,Matrimonial
79048,15,Sencilla
79048,16,Cuadruple
79048,17,Cuadruple
79048,18,Sencilla
79048,19,Sencilla
79048,20,Triple
79048,,Suite
79048,22,Sencilla
79048,23,Triple
79048,24,Matrimonial
79048,25,Doble
79048,26,Sencilla
79048,27,Sencilla
,28,Suite
79048,29,Cuadruple
79048,30,Doble
79048,31,Suite
79048,32,Suite
,8,Triple
79057,,Sencilla
,17,Doble
,30,
,34,Matrimonial
79063,0,Triple
79063,1,Matrimonial
79063,2,Doble
79063,3,Triple
79063,4,Sencilla
79063,5,Matrimonial
79063,6,Suite
79063,7,Matrimonial
79063,8,Suite
79063,9,Matrimonial
79063,10,Sencilla
79063,11,Sencilla
79063,12,Sencilla
79063,13,Sencilla
,14,Sencilla
,15,Suite
79063,16,Triple
79063,17,Triple
79063,18,Triple
79063,19,Sencilla
79063,20,Sencilla
79063,21,Matrimonial
79063,22,Cuadruple
,23,Doble
79063,24,Triple
79063,25,Doble
79063,26,Cuadruple
79063,27,Sencilla
79063,28,Sencilla
79063,29,Suite
79063,30,Cuadruple
79063,31,Matrimonial
79063,,Cuadruple
79063,33,
79063,34,Sencilla
79063,35,Cuadruple
79063,36,Suite
79063,37,Suite
79063,38,Sencilla
,1,Triple
79068,,Matrimonial
,17,Triple
,,Triple
79071,0,Matrimonial
79071,1,
79071,2,Sencilla
79071,,Cuadruple
79071,,Suite
79071,,Triple
79071,6,Cuadruple
79071,7,Suite
79071,8,Suite
79071,9,Cuadruple
79071,,Doble
79071,11,Cuadruple
79071,12,Suite
79071,13,Triple
79071,14,Matrimonial
79071,15,Sencilla
79071,16,Doble
79071,17,Suite
,18,Sencilla
79071,19,Cuadruple
79071,20,Triple
79071,21,Matrimonial
79071,22,Doble
79071,23,Suite
79071,24,Suite
79071,25,Matrimonial
79071,26,Doble
79071,27,Doble
79074,0,Sencilla
79074,1,Doble
79074,2,Sencilla
79074,3,Cuadruple
79074,4,Cuadruple
79074,,Triple
79074,,Matrimonial
79074,7,Doble
79074,8,Cuadruple
79074,9,Cuadruple
79074,10,Doble
79074,11,Sencilla
79074,12,Cuadruple
79074,13,Doble
79076,0,Suite
79076,1,Matrimonial
79076,2,Suite
79076,3,Suite
79076,4,Suite
79076,5,Triple
79076,6,Triple
79076,7,Sencilla
79076,8,Sencilla
79076,9,Suite
79076,10,Suite
79076,11,Doble
79076,12,Sencilla
79076,13,Sencilla
79076,14,Cuadruple
79076,15,Suite
79076,16,Doble
79076,17,Triple
79082,0,Cuadruple
79082,1,Suite
79082,2,Sencilla
79082,3,Suite
79082,,Cuadruple
,5,Sencilla
79082,6,Triple
79082,7,Triple
79082,8,Triple
79082,9,Cuadruple
79082,10,Matrimonial
79082,11,Triple
79082,12,Sencilla
79082,13,Doble
79082,14,Sencilla
79082,,Triple
79082,16,Sencilla
,17,Triple
,18,Suite
79082,19,Suite
79088,0,Cuadruple
79088,1,Triple
,2,Cuadruple
79088,3,Suite
79088,4,
79088,5,Triple
,6,Triple
,7,Matrimonial
79088,8,Cuadruple
79088,9,Sencilla
79088,10,Doble
79088,11,Sencilla
79088,,Doble
79088,13,Triple
79088,14,Matrimonial
79088,15,Cuadruple
79088,16,Doble
79088,17,Triple
79088,18,Cuadruple
79088,19,Suite
79088,20,Sencilla
79088,21,Sencilla
79088,22,Cuadruple
79088,23,Matrimonial
79096,0,Triple
79096,1,Doble
79096,2,Sencilla
79096,3,Doble
79096,4,Triple
79096,,Sencilla
79096,6,Cuadruple
79096,7,Sencilla
79096,8,Sencilla
79096,9,Matrimonial
79096,10,Suite
79096,11,Sencilla
79096,12,Sencilla
79096,13,Triple
,14,Sencilla
79096,15,Cuadruple
79096,16,Doble
79096,17,Doble
79096,18,Matrimonial
79096,,Sencilla
79096,20,Matrimonial
79096,21,
79096,22,Doble
79096,23,Cuadruple
79116,,Doble
79116,1,Suite
79116,2,Cuadruple
79116,3,Cuadruple
79116,4,Cuadruple
79116,5,Doble
79116,6,Triple
79116,7,Doble
79116,8,Doble
79116,9,Cuadruple
79116,10,Sencilla
79116,11,Doble
79116,12,Matrimonial
79116,13,
79116,14,Doble
79116,15,Doble
79116,16,Triple
79116,17,Triple
79116,18,Suite
79116,19,Matrimonial
79116,20,Suite
79116,21,Matrimonial
79116,22,Suite
79116,23,Triple
79116,24,
79116,25,Doble
79116,26,Matrimonial
79116,27,Doble
79116,28,Triple
79116,29,Matrimonial
79116,30,Sencilla
79116,31,Cuadruple
,32,Suite
,33,
79126,0,Doble
79126,1,Matrimonial
79126,2,Sencilla
79126,3,Doble
79126,4,Matrimonial
79126,5,Doble
79126,6,Triple
79126,7,Cuadruple
79126,8,Suite
79126,9,Sencilla
79126,10,Suite
79126,11,Triple
79126,12,Sencilla
79126,13,Triple
79126,14,Doble
79126,,Suite
79126,16,Doble
79126,17,Doble
79126,18,Sencilla
79126,19,Sencilla
79126,20,Triple
79126,21,Suite
79126,22,Triple
79126,23,Doble
79126,24,Matrimonial
79126,25,Suite
79126,26,Sencilla
79126,,Triple
79126,,Sencilla
79126,29,Cuadruple
79155,0,Sencilla
79155,,Triple
79155,2,Triple
79155,3,Matrimonial
79155,4,
79155,5,Suite
79155,6,Doble
79155,7,Suite
79155,8,Cuadruple
79155,9,Suite
79155,10,Matrimonial
79155,11,Cuadruple
79155,12,Suite
79155,13,Doble
79155,14,Suite
79155,15,Sencilla
79155,16,Sencilla
79155,17,Suite
79155,18,Cuadruple
79155,19,Suite
79155,,Triple
79155,21,Suite
,22,Matrimonial
,23,Matrimonial
79155,24,Suite
79155,25,Matrimonial
79155,26,Triple
79155,27,Suite
79155,28,Triple
79155,29,Cuadruple
79155,30,Sencilla
79155,31,Doble
79155,32,Triple
79155,33,Suite
79155,34,Suite
79155,35,Sencilla
79161,0,Doble
79161,1,Cuadruple
79161,2,Matrimonial
79161,3,Matrimonial
79161,4,Suite
79161,5,Doble
79161,6,
79161,7,
79161,8,Sencilla
79161,9,Sencilla
79161,10,
79161,11,Cuadruple
79161,12,Sencilla
79161,13,Matrimonial
79175,0,Cuadruple
,1,Triple
79175,2,Matrimonial
79175,3,Triple
79175,4,Doble
79175,5,Cuadruple
79175,6,Doble
79175,7,Suite
79175,8,Cuadruple
79175,9,Doble
79175,10,Suite
,11,Matrimonial
79175,12,Suite
79175,13,Matrimonial
79175,14,Triple
79175,15,Matrimonial
,16,Sencilla
79175,17,Matrimonial
,18,Doble
79175,19,Triple
79175,20,Sencilla
,21,Cuadruple
79175,22,Matrimonial
79175,23,Sencilla
79175,24,Suite
79175,25,Triple
79175,,Sencilla
79175,27,Cuadruple
79175,28,Triple
79175,29,Triple
79175,30,Triple
79177,0,Doble
79177,1,Matrimonial
79177,,Sencilla
79177,3,Sencilla
79177,4,Triple
79177,5,Triple
79177,6,Sencilla
79177,7,Sencilla
,8,Doble
79177,9,Triple
79177,10,Matrimonial
79177,11,Cuadruple
79177,12,Sencilla
79177,13,Sencilla
79177,14,Triple
79177,15,Cuadruple
79177,16,Doble
79177,17,Triple
79177,18,Cuadruple
79177,19,Suite
79177,20,Matrimonial
79177,21,Cuadruple
79177,22,Triple
79182,0,Doble
79182,1,Doble
79182,2,Doble
79182,3,Matrimonial
79182,4,
79182,5,Suite
,6,Suite
79182,,Sencilla
79182,8,Triple
79182,9,Matrimonial
79182,10,Suite
79182,11,Triple
79182,12,Matrimonial
,13,Cuadruple
,15,Sencilla
79193,,Triple
79193,,Cuadruple
79193,,Matrimonial
79193,,Cuadruple
79193,,Sencilla
79193,,Suite
79193,,Cuadruple
79193,,Sencilla
79201,0,Doble
79201,,Sencilla
79201,2,Matrimonial
79201,3,Triple
79201,4,Suite
79201,5,Matrimonial
79201,6,Cuadruple
79201,7,Suite
79201,8,
79201,,Sencilla
79201,10,Suite
79201,11,Matrimonial
79201,,Sencilla
79201,13,Triple
79201,14,Cuadruple
79201,,Doble
79201,16,Doble
79201,17,Suite
79201,18,Matrimonial
79201,19,Sencilla
79201,20,Suite
79201,21,Doble
79201,22,Suite
79201,23,Suite
79201,24,Doble
79201,25,Triple
79201,,Cuadruple
79214,0,Doble
79214,1,Triple
79214,2,Triple
79214,,Triple
79214,4,Doble
79214,5,Matrimonial
79214,6,Doble
79214,7,Matrimonial
79214,8,Doble
79214,,
79214,10,Matrimonial
79214,11,Doble
79214,12,Cuadruple
79214,13,Matrimonial
79214,14,Suite
79214,15,Matrimonial
79220,0,Suite
79220,1,Suite
79220,,Suite
79220,3,Suite
79220,4,Doble
79220,5,Doble
79220,6,Sencilla
79220,7,Suite
79220,8,Suite
79220,9,Cuadruple
79220,10,Doble
79220,,Cuadruple
79220,12,
79220,13,Suite
79220,,Sencilla
79220,15,Cuadruple
79220,16,Cuadruple
79220,17,Sencilla
79220,18,Sencilla
79220,19,Doble
79220,20,Cuadruple
79220,21,Doble
79220,22,Matrimonial
79220,23,Cuadruple
79220,24,Cuadruple
79220,25,Triple
79220,26,Matrimonial
79220,27,Cuadruple
79220,28,Cuadruple
79220,29,Matrimonial
,5,Cuadruple
,15,Sencilla
,22,Triple
,25,Sencilla
,0,Sencilla
79253,1,Cuadruple
79253,2,Sencilla
79253,3,
79253,4,Matrimonial
79253,5,Sencilla
79253,6,Cuadruple
,7,Sencilla
79253,8,Suite
79253,9,Triple
79253,10,Doble
79253,11,Matrimonial
79253,12,Matrimonial
79253,13,Cuadruple
79253,14,Cuadruple
79253,15,Doble
79253,16,Triple
79253,17,Triple
79253,18,Suite
,19,Doble
79253,20,Matrimonial
79253,21,Sencilla
79253,22,Suite
79253,23,Matrimonial
79253,24,
79253,25,Suite
79253,26,Doble
79253,27,Doble
79253,28,Doble
79253,29,Matrimonial
79253,30,Matrimonial
79253,,Triple
79253,32,Sencilla
79253,33,
79253,34,
79253,35,
79272,0,Suite
79272,1,Matrimonial
,2,Doble
79272,3,Matrimonial
79272,4,Cuadruple
79272,5,Matrimonial
79272,6,Cuadruple
79272,7,Matrimonial
79272,8,Triple
79272,9,Cuadruple
79272,10,Cuadruple
79272,11,Cuadruple
79272,12,Triple
79272,13,Matrimonial
79272,14,Cuadruple
79272,15,Triple
79272,16,Cuadruple
79272,17,Cuadruple
79272,,Suite
79278,0,Suite
79278,1,Suite
,2,Doble
79278,3,
79278,4,Suite
79278,5,Triple
79278,6,Cuadruple
79278,7,Cuadruple
79278,8,Matrimonial
79278,9,Triple
79278,10,Suite
79278,,Doble
79278,12,Doble
79278,13,Sencilla
79278,14,
79278,,Triple
,16,Matrimonial
,2,Doble
79287,,Matrimonial
79290,,Doble
79303,0,Suite
79303,1,Doble
79303,2,Suite
79303,3,Sencilla
,4,Matrimonial
79303,5,Suite
79303,,Cuadruple
79303,7,Suite
79303,8,Cuadruple
79303,,Cuadruple
79303,,Suite
79303,11,Suite
79303,12,Matrimonial
79303,13,Triple
79303,14,Suite
79303,15,Triple
79303,16,Cuadruple
79303,17,Sencilla
79303,18,Triple
79303,19,Sencilla
