id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,nombre,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout
78528,62127,2026-01-05,189000,7,No disponible,189,,El Puerto de Santa María,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78533,61892,2025-05-09,20000,1,No disponible,20,,Roquetas de Mar,,,,
78542,61892,2025-05-31,144000,1,No disponible,144,,,,,,
78567,64314,2025-02-08,4167000,9,No disponible,4167,,,,,,
78579,55864,2025-06-16,375000,5,No disponible,375,,,,,,
78592,57330,2025-01-10,300000,3,No disponible,300,,,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78594,57330,2025-05-04,300000,3,No disponible,300,,La Coruña,,,,
78623,58286,2025-03-01,72000,5,No disponible,360,Estudio en El Prat de LLobregat,El Prat de LLobregat,,4,2026-03-14,2026-03-15
78626,61637,2025-01-05,1050000,4,No disponible,600,Villa en Orense,Orense,-150000,3,2026-02-02,2026-02-09
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78627,61637,2025-11-20,236000,4,No disponible,236,,Orense,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78641,64235,2025-03-09,111000,3,No disponible,111,,León,,,,
78660,63964,2025-04-27,553000,7,No disponible,553,,La Coruña,,,,
78662,57306,2025-06-09,1467000,3,No disponible,1467,,,,,,
78667,57306,2025-06-26,846000,3,No disponible,846,,,,,,
78704,63279,2026-02-26,524000,4,No disponible,524,,,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
144754,,,,,Disponible,0,,,,,,
78708,59495,2025-03-04,410000,5,No disponible,410,,Huelva,,,,
78737,65694,2025-12-08,190000,2,No disponible,76,Loft en Parla,Parla,,3,2026-01-31,2026-02-05
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78744,65694,2025-03-20,70000,2,No disponible,70,,Murcia,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78754,65694,2025-01-20,126000,2,No disponible,126,,Jaén,,,,
78757,61169,2025-02-01,348000,2,No disponible,348,,,,,,
78758,61169,2026-02-13,136000,2,No disponible,272,Suite en Sabadell,Sabadell,136000,3,,2026-06-11
78759,61264,2025-06-26,30000,6,No disponible,30,,,,,,
78775,64517,2025-05-29,243000,6,No disponible,486,Loft en Madrid,Madrid,81000,,2026-04-07,2026-04-10
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78785,64517,2025-02-04,312000,6,No disponible,312,,Reus,,,,
78796,66032,2025-08-18,846000,6,No disponible,846,,,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78801,66032,2026-01-11,174000,6,No disponible,174,,Guadalajara,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78805,66032,2025-02-11,564000,6,No disponible,564,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78806,66032,2025-09-02,558000,6,No disponible,558,,Zamora,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78814,64406,2025-01-04,72000,9,No disponible,72,,Valdemoro,,,,
78815,55808,2025-09-03,282000,2,No disponible,282,,,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78819,55808,2025-02-15,84000,2,No disponible,84,,Ferrol,,,,
78828,62863,2025-06-14,730000,10,No disponible,730,,,,,,
78837,60796,2025-02-01,464000,8,No disponible,464,,,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78847,60607,2025-05-25,612000,9,No disponible,612,,Gecho,,,,
78851,60171,2025-10-01,785000,5,No disponible,785,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78861,62038,2025-10-12,255000,5,No disponible,255,,,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78866,62038,2025-05-26,50000,5,No disponible,50,,Torremolinos,,,,
78908,57811,2025-07-06,24000,2,No disponible,48,Residencia en Sevilla,Sevilla,-24000,1,2026-02-22,2026-02-23
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78916,61239,2026-08-17,54000,3,No disponible,54,,Elche,,,,
78937,59818,2025-05-07,540000,6,No disponible,540,,El Ejido,,,,
78996,59507,2025-06-24,1216000,8,No disponible,1216,,,,,,
79003,66365,2025-08-31,721000,7,No disponible,721,,,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79006,60046,2025-01-01,259000,7,No disponible,259,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79007,60046,2025-01-02,322000,7,No disponible,322,,Huelva,,,,
79018,60046,2025-01-02,130000,7,No disponible,182,Departamento en Telde,,26000,4,2025-01-16,2025-01-21
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79021,60046,2025-01-05,455000,7,No disponible,455,,Telde,,,,
79044,57046,2025-01-07,534000,3,No disponible,534,,,,,,
79045,57046,2025-03-05,780000,3,No disponible,780,,,,,,
79071,64296,2026-03-26,2192000,8,No disponible,1096,Marriott International,Santa Coloma de Gramanet,137000,,2026-04-12,2026-04-14
79075,62318,2025-03-15,909000,9,No disponible,909,,,,,,
79080,65152,2025-07-10,714000,6,No disponible,714,,,,,,
79095,60574,2025-01-04,193000,1,No disponible,193,,,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79109,57829,2025-12-28,405000,9,No disponible,405,,Chiclana de la Frontera,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79113,57829,2025-07-24,882000,9,No disponible,882,,Málaga,,,,
79126,59943,2025-10-19,2844000,9,No disponible,711,Hilton Hotels & Resorts,,79000,3,2025-10-22,2025-10-26
79135,66256,2025-09-07,1080000,9,No disponible,1080,,,,,,
79136,66256,2025-10-09,1368000,9,No disponible,1368,,,,,,
79141,64987,2025-01-21,160000,8,No disponible,160,,Cáceres,,,,
79184,65182,2025-01-06,56000,4,No disponible,56,,San Sebastián,,,,
79204,60119,2026-01-19,700000,7,No disponible,700,Casa en Cuenta,Cuenta,100000,3,,2026-04-19
79234,55943,2025-08-19,195000,5,No disponible,195,,San Fernando,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79244,56005,2025-04-24,414000,6,No disponible,414,,Linares,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79265,56485,2025-05-01,679000,7,No disponible,679,,Torremolinos,,,,
79277,61250,2025-08-16,995000,5,No disponible,995,,,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79284,61250,2025-09-29,35000,5,No disponible,35,,Almería,,,,
79292,55852,2025-01-30,160000,4,No disponible,160,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79293,55852,2025-01-28,88000,4,No disponible,88,,Ciudad Real,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79296,55852,2025-01-16,320000,4,No disponible,320,,Palma de Mallorca,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79305,66471,2026-08-29,234000,9,No disponible,234,,Puertollano,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79318,61525,2025-03-17,1485000,9,No disponible,1485,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79342,56338,2025-01-21,369000,9,No disponible,369,,,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79348,64429,2025-09-21,96000,8,No disponible,96,,Benidorm,,,,
79353,64429,2025-01-06,520000,8,No disponible,520,,,,,,
79389,57677,2025-07-18,175000,7,No disponible,175,,Pozuelo de Alarcón,,,,
79401,59369,2025-10-26,36000,6,No disponible,36,,,,,,
79432,63981,2025-05-05,736000,4,No disponible,736,,,,,,
79432,63981,2025-05-05,736000,4,No disponible,736,,,,,,
79432,63981,2025-05-05,736000,4,No disponible,736,,,,,,
79432,63981,2025-05-05,736000,4,No disponible,736,,,,,,
79457,61667,2025-05-27,1665000,9,No disponible,1665,,,,,,
79468,62751,2026-06-14,408000,2,No disponible,408,,,,,,
79470,62751,2025-07-22,284000,2,No disponible,284,,,,,,
79474,62751,2026-04-04,178000,2,No disponible,178,,Linares,,,,
79537,57909,2025-04-06,1470000,10,No disponible,1470,,,,,,
79561,64411,2025-03-13,3150000,10,No disponible,3150,,,,,,
79579,60957,2025-02-26,600000,4,No disponible,600,,,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79584,60957,2025-01-12,184000,4,No disponible,184,,Jaén,,,,
79586,60957,2025-01-13,348000,4,No disponible,348,,,,,,
79587,62813,2025-07-07,1448000,8,No disponible,1448,,,,,,
79590,62813,2026-01-19,336000,8,No disponible,336,,Tarrasa,,,,
79631,63288,2025-02-20,155000,5,No disponible,155,,Elda,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79646,62273,2025-08-17,474000,6,No disponible,474,,Rubí,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79654,56145,2025-12-03,228000,4,No disponible,228,,Jerez de la Frontera,,,,
79676,57816,2025-07-22,560000,5,No disponible,560,,,,,,
79693,61866,2025-03-29,2916000,9,No disponible,2916,,,,,,
79695,63455,2025-03-04,1865000,5,No disponible,1865,,,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79711,60479,2025-11-09,284000,4,No disponible,284,,Tarragona,,,,
79725,64810,2025-05-13,216000,4,No disponible,216,,Santa Lucía de Tirajana,,,,
79725,64810,2025-05-13,216000,4,No disponible,216,,Santa Lucía de Tirajana,,,,
79725,64810,2025-05-13,216000,4,No disponible,216,,Santa Lucía de Tirajana,,,,
79725,64810,2025-05-13,216000,4,No disponible,216,,Santa Lucía de Tirajana,,,,
