name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2022-06-22,13,4,7.9,13,2.8,7.5,3.9,76.4,7,100,70.83,rain,0,0.1,26.6,14.8,245.7,1011.9,90.6,6.2,101.6,8.9,5,10,2022-06-22T07:46:36,2022-06-22T17:43:03,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-06-23,14,6.8,9.9,14,6,9.2,5.8,77.4,17.1,100,91.67,rain,0,0.2,41.4,38.9,358,1015.8,82.9,9.1,53,4.6,2,10,2022-06-23T07:46:47,2022-06-23T17:43:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2022-06-24,11.3,3.4,7.7,11.3,2.1,7.4,4.7,81.5,0,0,0,,0,0,16.2,7.6,1,1019.4,76.9,8.9,72,6.2,3,10,2022-06-24T07:46:57,2022-06-24T17:43:36,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2022-06-25,16,3.7,9.3,16,3.7,9,4.8,76.3,0,0,0,,0,0,18.7,11.2,206.1,1016.2,50,7.7,121.2,10.5,5,10,2022-06-25T07:47:04,2022-06-25T17:43:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-06-26,12.1,1,6,12.1,-1.9,5.3,4.2,89.5,2.5,100,29.17,"rain,snow",0,0,22,9.4,13.5,1018.9,53.3,3.8,108.2,9.3,5,10,2022-06-26T07:47:11,2022-06-26T17:44:13,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-06-27,15.1,-1,6.7,15.1,-2.9,6.2,3.5,83.4,7.9,100,66.67,"rain,snow",0,0,35.3,20.5,151.2,1022.3,29.4,6,104.1,8.8,5,10,2022-06-27T07:47:16,2022-06-27T17:44:33,0.95,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain or snow throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-06-28,17,0.8,7.9,17,-0.2,7.6,2.5,73.8,0,0,0,,0,0,18.7,9.4,58.7,1025.9,21.6,6.6,134.3,11.6,6,10,2022-06-28T07:47:20,2022-06-28T17:44:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-06-29,17,1.4,9.1,17,-4.5,8.7,2.4,65.8,0,0,0,,0,0,25.9,37.1,119,1021.4,47.1,8.7,137.8,11.9,6,10,2022-06-29T07:47:22,2022-06-29T17:45:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85580099999,85577099999,SCTB,remote,85574099999"
"-33.3537,-70.6811",2022-06-30,19,4.7,10.9,19,3.3,10.3,4.7,68.6,0,0,0,,0,0,22,14.8,163.9,1016.6,19.8,8.3,139.9,11.9,6,10,2022-06-30T07:47:22,2022-06-30T17:45:41,0.05,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-01,11,4.7,8,11,4.2,6.3,5.1,82.7,17.2,100,62.5,rain,0,0.1,66.6,42.5,86.6,1018.1,78.4,8.4,32.4,2.8,2,10,2022-07-01T07:47:21,2022-07-01T17:46:06,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-02,12,-1,5,12,-1,4.8,2.3,84.9,0.4,100,8.33,"rain,snow",0,0.2,19.4,11.2,244.5,1021.2,21,6.5,128.8,11.1,6,10,2022-07-02T07:47:19,2022-07-02T17:46:32,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-03,7,2,4.6,6.6,0.5,4.1,3,89.6,0,0,0,,0,0.2,12.2,7.6,7.9,1020.1,82.4,5.1,26.2,2.3,1,10,2022-07-03T07:47:15,2022-07-03T17:46:58,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-04,14,-1,6.2,14,-1,5.9,2.1,78.9,0,0,0,,0,0.2,18.7,11.2,253.4,1023.1,20.2,5.6,139,11.9,6,10,2022-07-04T07:47:09,2022-07-04T17:47:26,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-05,14,-0.2,6.4,14,-1.9,5.9,1.6,74.3,0.1,100,4.17,"rain,snow",0,0.2,18.7,11.2,229.3,1020.8,0.1,8.8,137.3,11.8,6,10,2022-07-05T07:47:02,2022-07-05T17:47:55,0.22,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2022-07-06,9.2,0,5.1,7.9,-2.6,3.6,3.3,88.3,3.4,100,41.67,rain,0,0.1,22.7,18.4,159.6,1020.5,54,6.8,46.2,4,2,10,2022-07-06T07:46:53,2022-07-06T17:48:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-07,15.1,-0.1,5.9,15.1,-2.1,5.5,2.9,84.4,0,0,0,,0,0.1,16.9,7.6,36.2,1016.2,37.2,4.7,136.7,11.9,6,10,2022-07-07T07:46:43,2022-07-07T17:48:54,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-08,15,4,9.1,15,2.5,8.1,6.2,82.9,0.4,100,16.67,rain,0,0.1,40,24.1,172.8,1013.8,48.7,7.5,127.9,11.1,5,10,2022-07-08T07:46:31,2022-07-08T17:49:25,0.33,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-09,11,6.5,8.2,11,4.3,6.9,6,87,20.7,100,54.17,rain,0,0,60.8,24.1,11.5,1013.8,91.2,8.2,59.1,5.1,5,10,2022-07-09T07:46:18,2022-07-09T17:49:57,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-10,9,5,6.6,8.6,3.3,5.7,5.3,91.3,35.1,100,100,rain,0,0.2,38.9,14.8,144.8,1016.7,95.4,8.5,39.2,3.4,2,10,2022-07-10T07:46:03,2022-07-10T17:50:30,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-11,11.3,4.4,7.5,11.3,4.4,7.2,5,85,8.2,100,58.33,rain,0,0.8,22.3,11.2,253.3,1023.8,71.5,8.5,105.7,9.2,4,10,2022-07-11T07:45:46,2022-07-11T17:51:03,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-12,15,2,7.7,15,2,7.4,4,79.9,0,0,0,,0,0.6,15.8,13,128.6,1020.5,34.2,7.8,132.9,11.5,6,10,2022-07-12T07:45:28,2022-07-12T17:51:37,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-13,11,1.9,6.9,11,-0.2,6.2,4.3,84.4,4.9,100,29.17,rain,0,0.3,33.1,25.9,147.4,1014,64.4,7.5,104.4,9.2,5,10,2022-07-13T07:45:08,2022-07-13T17:52:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-14,11,3.1,6.7,11,0.6,5,3.9,83.1,27.3,100,100,rain,0,3.8,51.5,27.7,61,1015.1,86.3,9.2,71.2,6.2,4,10,2022-07-14T07:44:47,2022-07-14T17:52:47,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2022-07-15,9,3,5.8,8.7,0.9,4.6,2.9,82.7,6.2,100,91.67,rain,0,6,36.4,22.3,6.6,1016.9,90.7,9.1,79.4,7,3,10,2022-07-15T07:44:24,2022-07-15T17:53:22,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-16,11,0.4,5.5,11,-1.2,4.6,1.8,79.1,3.1,100,37.5,"rain,snow",0.5,6.9,18.7,11.2,138.9,1025.8,35.1,8.4,144.7,12.5,6,10,2022-07-16T07:43:59,2022-07-16T17:53:58,0.6,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow clearing later.,snow,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-17,10,-0.4,4.7,10,-2.3,3.7,0.9,78.1,0,0,0,,0,5.8,14.8,13,47.1,1021.5,78.8,9.4,87.6,7.5,3,10,2022-07-17T07:43:33,2022-07-17T17:54:35,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2022-07-18,18,0,7.9,18,-1.8,7.4,1.4,68,0,0,0,,0,4.3,19.8,9.4,26.9,1020.9,32.1,8.1,146.1,12.5,6,10,2022-07-18T07:43:06,2022-07-18T17:55:13,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-19,20,0,9,20,0,8.9,2.1,67.2,0,0,0,,0,2.7,20.5,11.2,129.3,1017.6,0,8.6,159.9,14,6,10,2022-07-19T07:42:36,2022-07-19T17:55:50,0.7,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-20,18,1.3,9,18,0.5,8.6,3.7,72,0,0,0,,0,1.6,20.2,22.3,164.6,1016.3,0,6.8,156.8,13.6,6,10,2022-07-20T07:42:06,2022-07-20T17:56:28,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-21,19,1,9.4,19,-2.4,8.9,3.8,72.1,0,0,0,,0,0.9,19.4,11.2,154.5,1017.9,0,7,152,13.2,6,10,2022-07-21T07:41:34,2022-07-21T17:57:07,0.76,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-22,21,2,10.6,21,0.5,10.1,3.5,65.5,0,0,0,,0,0.5,17.3,14.8,139.1,1016.5,1.1,7.3,153.5,13.4,6,10,2022-07-22T07:41:00,2022-07-22T17:57:46,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-23,19,3.8,10.4,19,2.1,9.6,5.9,76.4,0,0,0,,0,0.2,16.9,20.5,175.9,1016.9,5,7.5,152.5,13.1,6,10,2022-07-23T07:40:25,2022-07-23T17:58:25,0.83,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-24,13.1,5,8.1,13.1,3.3,7.3,7.2,94.7,0,0,0,,0,0.1,18.7,24.1,169,1017.1,79.7,2.9,143.4,12.4,6,10,2022-07-24T07:39:48,2022-07-24T17:59:04,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-25,14,6.9,9.2,14,5.6,8.5,6.9,86.9,2.4,100,25,rain,0,0.1,21.6,16.6,200.8,1016.7,90.1,5.3,103.6,9,4,10,2022-07-25T07:39:10,2022-07-25T17:59:44,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-26,16,1.8,8.9,16,1.8,8.7,5.3,80.6,6.4,100,100,"rain,snow",0,0,22,14.8,199.4,1020.5,35.5,7.2,133.6,11.6,5,10,2022-07-26T07:38:30,2022-07-26T18:00:24,0.93,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-27,12.1,6.9,9.8,12.1,6.8,9.4,7.3,85.3,6.4,100,95.83,rain,0,0,23.8,18.4,174.3,1023.2,85.3,7.6,121.9,10.6,5,10,2022-07-27T07:37:49,2022-07-27T18:01:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-28,16.1,4,9.3,16.1,3.6,8.8,4.8,76.5,1.2,100,33.33,rain,0,0,19.8,13,203.4,1022.5,12.9,8.4,164.1,14.1,6,10,2022-07-28T07:37:07,2022-07-28T18:01:45,0,Rain,Clear conditions throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-29,20.5,1.3,9.5,20.5,0.5,9.3,3.6,70.6,0,0,0,,0,0,19.1,18.4,160.4,1014.3,34.2,7.7,156.1,13.4,6,10,2022-07-29T07:36:23,2022-07-29T18:02:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-30,11,6,8.7,11,4.3,8,6.5,86.8,0.1,100,4.17,rain,0,0,18.7,20.5,175.5,1017.3,88.7,6,87.6,7.4,3,10,2022-07-30T07:35:38,2022-07-30T18:03:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-07-31,16.1,3.6,10.4,16.1,3.6,10.2,5.9,75.6,0,0,0,,0,0,19.1,13,163.8,1018.6,34.3,6.3,162.3,13.9,6,10,2022-07-31T07:34:51,2022-07-31T18:03:47,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-01,12,5,7.8,12,3,6.8,6.4,91.1,0,0,0,,0,0,20.5,22.3,172.8,1017.4,65.3,4.2,153.1,13.2,6,10,2022-08-01T07:34:04,2022-08-01T18:04:28,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-02,14.1,7.4,9.5,14.1,6.4,8.9,5.5,77.5,0.4,100,16.67,rain,0,0,19.1,11.2,248.3,1017.1,54.8,5.3,168.1,14.5,6,10,2022-08-02T07:33:14,2022-08-02T18:05:09,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-03,13.4,1,7.6,13.4,0.5,6.9,3.8,78.3,0.1,100,4.17,"rain,snow",0,0,18,18.4,190.1,1020.9,29.1,6,150,12.9,6,10,2022-08-03T07:32:24,2022-08-03T18:05:50,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-04,15,1,7.9,15,1,7.6,3.3,74.3,0,0,0,,0,0,20.2,14.8,175.6,1022,8.6,7.5,171,14.8,7,10,2022-08-04T07:31:32,2022-08-04T18:06:31,0.24,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-05,16,0.9,8.3,16,0.5,8.1,2,68.8,0,0,0,,0,0,19.4,16.6,164.7,1017.8,18.7,7.3,172.7,15,7,10,2022-08-05T07:30:39,2022-08-05T18:07:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-06,12,7,8.8,12,4.8,7.8,7,89.1,22.9,100,87.5,rain,0,0,36.7,20.5,62,1018.4,92.8,6.6,43.1,3.8,2,10,2022-08-06T07:29:45,2022-08-06T18:07:54,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2022-08-07,12,3.9,7.8,12,1.2,6.7,4.7,81.7,4.1,100,62.5,rain,0,0.6,23.8,19,192.1,1022.4,67.9,9.2,129.3,11.3,5,10,2022-08-07T07:28:49,2022-08-07T18:08:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
