name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2021-06-09,18,5.4,10.9,18,4,10.6,5.8,71.9,0,0,0,,0,0,21.6,18.4,174.8,1022.6,49.6,9.1,116.9,10,5,,2021-06-09T07:42:24,2021-06-09T17:41:42,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-10,19,6,11.4,19,5.1,11.2,7.2,78.3,0,0,0,,0,0,20.5,14.8,138,1024.7,42.3,7.4,135.9,11.7,6,,2021-06-10T07:42:51,2021-06-10T17:41:40,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-11,24,3,11.5,24,3,11.3,2.9,62.2,0,0,0,,0,0,20.2,16.6,62.2,1018.9,3,6.8,142.5,12.4,6,,2021-06-11T07:43:16,2021-06-11T17:41:39,0.04,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85574099999"
"-33.3537,-70.6811",2021-06-12,25,4,12.6,25,1.2,12.1,0.6,49,0,0,0,,0,0,17.3,18.4,142.3,1014.3,1.1,8.2,144.5,12.5,6,,2021-06-12T07:43:41,2021-06-12T17:41:40,0.08,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85574099999"
"-33.3537,-70.6811",2021-06-13,18,3,10,18,1.7,9.7,5.8,78,0,0,0,,0,0,22,25.9,164.2,1016.5,30.3,7.2,142.7,12.4,6,,2021-06-13T07:44:04,2021-06-13T17:41:42,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85574099999"
"-33.3537,-70.6811",2021-06-14,21,2.9,10.1,21,2.9,9.7,4.4,73.1,0,0,0,,0,0,16.6,18.4,164.7,1015.7,21.5,6.7,130.9,11.2,5,,2021-06-14T07:44:26,2021-06-14T17:41:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-15,13,6.8,9.2,13,5.2,8.7,6.8,86.5,1.7,100,25,rain,0,0,27,20.5,168.9,1017.5,90.9,3.7,100.3,8.7,5,,2021-06-15T07:44:47,2021-06-15T17:41:51,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-16,18,6.5,11.4,18,4.3,11.2,6,71.7,10.2,100,37.5,rain,0,0,22.3,16.6,166.2,1020.4,53.5,7.3,124.5,10.8,5,,2021-06-16T07:45:07,2021-06-16T17:41:58,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-17,17,2,9.1,17,2,9,4.9,77.9,0,0,0,,0,0,17.6,14.8,175.3,1017,0.4,6.8,137.5,11.9,6,,2021-06-17T07:45:25,2021-06-17T17:42:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-18,15,0,7.1,15,0,6.6,4.7,86.6,0,0,0,,0,0,18.7,16.6,179.2,1018.5,26.2,5.1,119.2,10.3,5,,2021-06-18T07:45:43,2021-06-18T17:42:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-19,15,5.7,9.3,15,5.7,8.8,6.2,82.4,0,0,0,,0,0,17.3,11.2,340.5,1020,71.6,4.9,127.8,11,5,,2021-06-19T07:45:58,2021-06-19T17:42:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-20,12.1,2,6.9,12.1,0.5,6.5,4,82.8,0,0,0,,0,0,27.7,13,162.2,1020.1,74.2,4.7,126.2,11,5,,2021-06-20T07:46:13,2021-06-20T17:42:38,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-21,18,1,8.6,18,0.5,8.3,2.1,68.5,0,0,0,,0,0,18.4,9.4,19.5,1020.3,49.8,6.1,135.4,11.8,5,,2021-06-21T07:46:26,2021-06-21T17:42:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-22,17,2.9,9.2,17,2.8,9,1.4,60.7,0.8,100,12.5,rain,0,0,27.7,22.3,187.5,1013.8,65.6,8.2,127.6,11,5,,2021-06-22T07:46:38,2021-06-22T17:43:06,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-23,10.1,6,8.5,10.1,4,7.7,6.3,86.4,21.5,100,100,rain,0,0,35.3,13,97.1,1019.7,94.2,9.1,38.8,3.4,2,,2021-06-23T07:46:49,2021-06-23T17:43:22,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-24,11,2.1,7.2,11,1.7,6.8,5.8,91.6,1.8,100,25,rain,0,0,22.3,11.2,325.6,1023.4,75.5,5.3,82.6,7.1,4,,2021-06-24T07:46:58,2021-06-24T17:43:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-25,10,7,8.6,10,4.2,7.4,7.3,91.9,21.1,100,87.5,rain,0,0,35.3,27.7,165.2,1020.1,98.5,6.8,14.5,1.2,1,,2021-06-25T07:47:05,2021-06-25T17:43:58,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-26,10,3,7.1,9.7,1.5,5.6,4.1,81.7,7.3,100,70.83,rain,0,0,26.3,16.6,173.3,1024,63.3,10,119.6,10.3,5,,2021-06-26T07:47:12,2021-06-26T17:44:17,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-27,13,-2,3.8,13,-4.9,3.3,0.5,82.4,0,0,0,,0,0,16.2,7.6,359.8,1023.6,20.1,6.1,141.4,12.1,6,,2021-06-27T07:47:16,2021-06-27T17:44:38,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-28,19,-3,6.3,19,-3,6.2,-1.7,65.2,0,0,0,,0,0,20.2,7.6,29.2,1022,1.5,7.4,144.7,12.4,6,,2021-06-28T07:47:19,2021-06-28T17:45:00,0.63,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-29,20.1,-1,8,20.1,-2.9,8,-0.5,62.6,0,0,0,,0,0,20.9,5.4,29.5,1019,43.1,8.4,122.9,10.6,5,,2021-06-29T07:47:21,2021-06-29T17:45:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-06-30,14.5,3,8.2,14.5,2.1,8,2.4,69,0,0,0,,0,0,16.6,22.3,153.6,1017.1,59.5,6.8,83.3,7.1,4,,2021-06-30T07:47:21,2021-06-30T17:45:47,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-01,16,2,8.1,16,2,7.9,2.4,70.8,0,0,0,,0,0,15.5,16.6,164.8,1020.1,70.4,7.2,85.1,7.5,3,,2021-07-01T07:47:20,2021-07-01T17:46:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-02,16,1.7,8.3,16,-0.3,7.6,2,68.7,0,0,0,,0,0,17.6,13,173.3,1023.4,11.1,7.8,131.1,11.4,5,,2021-07-02T07:47:17,2021-07-02T17:46:37,0.76,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-03,18,0,7.8,18,0,7.6,1.5,68.2,0,0,0,,0,0,18,14.8,157.3,1017.4,21.1,6.6,118.5,10.3,5,,2021-07-03T07:47:13,2021-07-03T17:47:04,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-04,20,-0.9,7.8,20,-1.8,7.6,1.8,71.7,0,0,0,,0,0,18,14.8,141,1019.5,0.8,5.1,142.5,12.3,6,,2021-07-04T07:47:07,2021-07-04T17:47:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-05,21,0.7,8.1,21,0.4,7.4,1.3,69,0,0,0,,0,0,20.2,20.5,152.1,1016.8,12,5.6,144.1,12.4,6,,2021-07-05T07:46:59,2021-07-05T17:48:01,0.86,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-06,12.1,4.5,7.8,12.1,2.7,6.8,4.1,79.4,3.4,100,45.83,rain,0,0,25.9,13,207.4,1021.8,65.8,5.9,62.8,5.5,2,,2021-07-06T07:46:50,2021-07-06T17:48:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-07,17,0.9,8,17,-2.2,7,1.7,68.5,0,0,0,,0,0,22.3,24.1,27.8,1018.7,9.3,7.7,140.4,12.3,6,,2021-07-07T07:46:40,2021-07-07T17:49:01,0.92,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-08,20,0.5,9.1,20,-0.2,8.6,1.8,65,0,0,0,,0,0,19.1,18.4,190.9,1016.2,0.8,7.7,146,12.6,6,,2021-07-08T07:46:27,2021-07-08T17:49:32,0.95,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2021-07-09,13,1,7.3,13,-0.6,6.8,4.3,82.7,0,0,0,,0,0,21.6,16.6,168.2,1021.8,55.9,6.2,113.7,9.7,5,,2021-07-09T07:46:13,2021-07-09T17:50:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-10,18,-0.3,7.9,18,-1.7,7.6,3,75.7,0,0,0,,0,0,17.6,9.4,133.6,1018.7,6.7,5.3,146.7,12.7,6,,2021-07-10T07:45:58,2021-07-10T17:50:37,0.02,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-11,20,1,8.4,20,1,8.1,1,65,0,0,0,,0,0,18,18.4,154.5,1012.8,30.3,6.7,123.8,10.7,5,,2021-07-11T07:45:41,2021-07-11T17:51:10,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-12,9.6,3,6.1,9.6,-0.7,4.9,4,86.9,0,0,0,,0,0,20.2,14.8,151.8,1018.4,82.1,4.8,116.8,10.2,5,,2021-07-12T07:45:22,2021-07-12T17:51:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-13,13,-2,4.6,13,-2.9,4.4,1.8,84.3,0,0,0,,0,0,17.3,11.2,203.1,1019.5,21.5,4.1,143.6,12.5,6,,2021-07-13T07:45:02,2021-07-13T17:52:19,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-14,14,-2,5,14,-5.5,4.6,1.7,82.2,0,0,0,,0,0,20.5,14.8,176.9,1022.6,9.8,4,151.8,13.1,6,,2021-07-14T07:44:40,2021-07-14T17:52:54,0.16,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-15,17,-3,6.3,17,-3,6,0.6,72.4,0,0,0,,0,0,17.6,16.6,163.9,1020.5,5.8,4.6,156,13.5,6,,2021-07-15T07:44:17,2021-07-15T17:53:30,0.2,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-16,15,0.5,6.7,15,-1.1,6.2,0.2,66.3,0,0,0,,0,0,20.9,14.8,190.2,1022.9,20.6,7.4,154.7,13.5,6,,2021-07-16T07:43:52,2021-07-16T17:54:07,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-17,18,-3,5.8,18,-3,5.8,-1,67.9,0,0,0,,0,0,20.2,5.4,64.8,1023.7,0.5,6.6,155.3,13.3,6,,2021-07-17T07:43:26,2021-07-17T17:54:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-18,24,-3,8.4,24,-3,8.1,-5.1,49.8,0,0,0,,0,0,20.9,13,172.4,1018.3,0,8,163.6,14.2,6,,2021-07-18T07:42:58,2021-07-18T17:55:21,0.31,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-19,23,-0.4,9.9,23,-1.4,9.6,-4.9,41.2,0,0,0,,0,0,18.7,22.3,73.4,1016.7,1.2,9.3,162,14,6,,2021-07-19T07:42:28,2021-07-19T17:55:59,0.34,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-20,26,-1,11.5,26,-1.4,11.2,-4.5,40,0,0,0,,0,0,18.7,13,146,1014.1,13.5,8.8,156.9,13.6,6,,2021-07-20T07:41:57,2021-07-20T17:56:37,0.38,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-21,25,4,12.2,25,2.8,12.2,-0.5,45.8,0,0,0,,0,0,18.4,20.5,154.5,1015.3,17.5,7.7,159,13.7,6,,2021-07-21T07:41:25,2021-07-21T17:57:15,0.41,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-22,25,1,11.4,25,-2.8,11,1.6,59.4,0,0,0,,0,0,18.7,18.4,149.8,1016.5,20.2,5.7,157.1,13.5,6,,2021-07-22T07:40:51,2021-07-22T17:57:54,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-23,21,2,9.1,21,0.8,8.3,3.5,73.1,0,0,0,,0,0,18.7,27.7,155.1,1015.1,29.3,5,161.9,13.9,6,,2021-07-23T07:40:15,2021-07-23T17:58:34,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-24,11,4,7.8,11,4,7,5.2,84.5,0.8,100,33.33,rain,0,0,22.7,11.2,177.2,1019,84.6,5.3,88,7.7,4,,2021-07-24T07:39:38,2021-07-24T17:59:13,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-25,16,4,9,16,1.6,8.5,4.5,76.5,9.3,100,62.5,rain,0,0,33.5,22.3,187.1,1020.1,72.4,7.5,134.9,11.8,6,,2021-07-25T07:39:00,2021-07-25T17:59:53,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-26,14,5.7,9.6,14,5.6,9.3,5.6,77.8,2.4,100,20.83,rain,0,0,25.9,16.6,182.9,1024.9,59.8,9.9,150.9,13,6,,2021-07-26T07:38:20,2021-07-26T18:00:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-27,17,-1.1,7.5,17,-1.1,7.4,2.2,73.8,0,0,0,,0,0,17.3,18.4,164.7,1023.5,3.2,7.2,167.3,14.4,6,,2021-07-27T07:37:38,2021-07-27T18:01:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-28,22,-1.2,8.8,22,-2.6,8.6,-3.7,53.9,0,0,0,,0,0,19.1,13,90.7,1019.2,1.1,7.4,173.3,14.9,7,,2021-07-28T07:36:56,2021-07-28T18:01:54,0.65,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-29,23,-1.3,9.4,23,-1.8,9.1,-5,42.8,0,0,0,,0,0,20.2,14.8,168.7,1015.8,1.1,8.7,175.6,15.3,7,,2021-07-29T07:36:12,2021-07-29T18:02:34,0.68,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-30,22,-1.2,9,22,-3.8,8.7,-1.7,54.1,0,0,0,,0,0,20.9,16.6,166.3,1017.6,0,6.9,176.4,15.3,7,,2021-07-30T07:35:26,2021-07-30T18:03:15,0.71,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-07-31,22,-0.3,9.3,22,-0.3,9.2,-0.6,59.5,0,0,0,,0,0,18.7,16.6,165,1020.7,8.5,6,175.2,15,7,,2021-07-31T07:34:39,2021-07-31T18:03:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-01,26,2,12.3,26,-0.2,11.9,-3,40.6,0,0,0,,0,0,20.2,24.1,144.5,1019.9,0.5,7.8,180.3,15.6,7,,2021-08-01T07:33:51,2021-08-01T18:04:37,0.78,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-02,27,1.4,12.9,26.1,-0.2,12.7,-3.6,38.2,0,0,0,,0,0,20.9,16.6,184.1,1017.7,0.5,9,181.7,15.6,7,,2021-08-02T07:33:01,2021-08-02T18:05:18,0.81,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-03,23.3,2,11.6,23.3,2,11.6,0.5,51.6,0,0,0,,0,0,19.8,20.5,162.7,1016.5,0,8.2,182.7,15.8,7,,2021-08-03T07:32:11,2021-08-03T18:05:59,0.84,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-04,20,2,10,20,0.5,9.8,3.3,66.3,0,0,0,,0,0,20.2,18.4,161,1016,0.5,6.6,182.5,15.7,7,,2021-08-04T07:31:19,2021-08-04T18:06:41,0.87,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-05,16,5,8.7,16,2.8,7.8,5.7,83.4,0,0,0,,0,0,20.9,22.3,166.1,1020.3,46.9,4,175.2,15.2,7,,2021-08-05T07:30:25,2021-08-05T18:07:22,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-06,18,2.7,9.4,18,0.9,9.1,5,76.6,0,0,0,,0,0,22,20.5,167.9,1018,23.9,5.1,170.8,14.8,6,,2021-08-06T07:29:31,2021-08-06T18:08:03,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-07,10,7,8.6,9.6,4.5,8,6.3,85.8,0.7,100,29.17,rain,0,0,24.8,13,222.5,1018.8,98.8,5.4,171.2,14.6,7,,2021-08-07T07:28:35,2021-08-07T18:08:44,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-08,13,6.1,9.9,13,6.1,9.5,5.1,72.8,12.5,100,70.83,rain,0,0,24.1,16.6,196.8,1022.8,85.4,7.1,98.4,8.4,4,,2021-08-08T07:27:38,2021-08-08T18:09:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-09,16,2,8.5,16,2,8.3,4,76.5,0,0,0,,0,0,24.5,16.6,184.5,1023.4,29.3,7,179.1,15.4,7,,2021-08-09T07:26:40,2021-08-09T18:10:07,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-10,19,0.5,9.1,19,-0.6,9,1.5,64.3,0,0,0,,0,0,22.3,16.6,177.8,1021.3,1.1,7.8,194.8,16.8,7,,2021-08-10T07:25:41,2021-08-10T18:10:48,0.08,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2021-08-11,20,0,9.3,20,0,9,0.5,58.8,0,0,0,,0,0,19.4,20.5,162.2,1017.3,4.4,7.9,195.4,16.9,7,,2021-08-11T07:24:41,2021-08-11T18:11:29,0.11,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
