name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2020-06-02,13.1,7.3,10.3,13.1,6.4,9.9,6.4,77.2,1.3,100,25,rain,0,0,19.1,20.5,171.1,1018.7,81.1,7.1,52.5,4.4,2,,2020-06-02T07:38:58,2020-06-02T17:42:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-03,11.4,4.3,8.7,11.4,4.3,7.8,5.4,80,14.8,100,75,rain,0,0,28.1,16.6,124.8,1018.5,67.6,9.6,72.7,6.3,4,,2020-06-03T07:39:31,2020-06-03T17:42:23,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-04,15,1,7.3,15,0.5,7,3.3,79.1,0.3,100,12.5,"rain,snow",0,0,22,13,312.5,1022.1,23.9,7.3,141.4,12.3,6,,2020-06-04T07:40:03,2020-06-04T17:42:12,0.46,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning snow or rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-05,18,0.5,8,18,-0.6,7.7,2.6,72.7,0,0,0,,0,0,17.6,11.2,216.8,1021.6,0.7,7.3,146.6,12.6,6,,2020-06-05T07:40:34,2020-06-05T17:42:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-06,17,0.8,8,17,0.5,7.7,3.2,74.9,0,0,0,,0,0,21.2,18.7,158.6,1018.1,25.7,7,137.2,11.8,6,,2020-06-06T07:41:05,2020-06-06T17:41:55,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-07,15,1,6.7,15,-3.1,6.2,4.1,85.9,0,0,0,,0,0,22,14.8,157.1,1020.4,30.5,4.7,143.3,12.4,6,,2020-06-07T07:41:34,2020-06-07T17:41:48,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-08,12,-1,5.9,12,-2.9,5.5,3,83.2,0,0,0,,0,0,16.9,5.4,357.2,1022.4,35.8,5,71.4,6.1,3,,2020-06-08T07:42:02,2020-06-08T17:41:44,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-09,17,-0.9,7.8,17,-2.8,7.6,2.7,73.9,0,0,0,,0,0,19.8,16.6,177.8,1018.7,28.6,5.9,144.5,12.6,6,,2020-06-09T07:42:30,2020-06-09T17:41:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-10,16,-0.5,7,16,-0.5,6.9,1.6,71.2,0,0,0,,0,0,19.4,9.4,177.5,1017.5,4.6,6.4,144.3,12.5,6,,2020-06-10T07:42:56,2020-06-10T17:41:39,0.66,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-11,11,-1.3,5.8,11,-1.3,5.6,1.7,76,0.3,100,12.5,rain,0,0,26.3,18.4,152.9,1018.3,39.6,6.3,102.5,8.9,6,,2020-06-11T07:43:21,2020-06-11T17:41:39,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-12,13,3.7,9,13,3.7,8.1,6.1,83.2,23.8,100,66.67,rain,0,0,50.4,18.7,177.4,1022.9,50,9,45.4,3.9,2,,2020-06-12T07:43:46,2020-06-12T17:41:40,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-13,17,0.1,7.4,17,-1.7,6.8,3.7,80.5,0,0,0,,0,0,20.2,13,356.4,1020.7,3.5,8.9,136.7,11.9,6,,2020-06-13T07:44:09,2020-06-13T17:41:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-14,23,1,9.7,23,-0.2,9.4,2.9,70.2,0,0,0,,0,0,20.2,14.8,122.3,1012.3,1.6,7.7,140,12.2,6,,2020-06-14T07:44:30,2020-06-14T17:41:47,0.79,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-15,13,5,9,13,2.8,8.2,7,87.9,1.7,100,20.83,rain,0,0,21.6,13,153.3,1015.7,61.5,5.5,74.3,6.4,3,,2020-06-15T07:44:51,2020-06-15T17:41:52,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-16,14,6,9.3,14,4.3,8.8,6.8,85.5,5.5,100,95.83,rain,0,0,18.4,13,273.1,1014.3,75.7,5.6,74.5,6.4,4,,2020-06-16T07:45:11,2020-06-16T17:41:59,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-17,12,7.4,9.8,12,6.4,9,7.1,83.6,40.7,100,83.33,rain,0,0,44.6,35.3,2.5,1016.9,73.6,9.6,33.9,2.9,2,,2020-06-17T07:45:29,2020-06-17T17:42:08,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-18,10,6,7.8,9.9,3.6,7.1,6,88.8,0,0,0,,0,0,20.9,31.4,321.5,1019.6,95.4,8.6,44,3.8,2,,2020-06-18T07:45:46,2020-06-18T17:42:17,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-19,13,8,10,13,6.5,9.7,7.6,85,5.6,100,33.33,rain,0,0,24.8,18.4,164.9,1018.9,73.7,8.7,46.2,4,2,,2020-06-19T07:46:01,2020-06-19T17:42:28,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-20,11.8,8,9.8,11.8,5.7,9.4,8.7,93.2,0.4,100,16.67,rain,0,0,19.1,13,63,1017.8,81.7,5.8,20.3,1.6,1,,2020-06-20T07:46:16,2020-06-20T17:42:41,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-21,14.7,4,9.3,14.7,2.1,8.9,7.1,87.5,0,0,0,,0,0,19.1,9.4,310.7,1019.1,65.5,5.5,95,8.4,4,,2020-06-21T07:46:28,2020-06-21T17:42:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-22,12,8,9.2,12,5.7,8.3,7.9,91.8,15.8,100,58.33,rain,0,0,35.6,18.6,138.1,1016.6,81.7,5.4,30.6,2.6,2,,2020-06-22T07:46:40,2020-06-22T17:43:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-23,13,7.9,9.4,13,6,8.9,7.4,88.1,26,100,100,rain,0,0,28.8,24.1,1.5,1015.6,64.1,8.2,41,3.7,2,,2020-06-23T07:46:50,2020-06-23T17:43:26,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-24,12,3.7,7.8,12,2.2,6.8,4,79.1,11.7,100,79.17,rain,0,0,38.9,24.1,346.5,1019.8,60.9,9.9,98.3,8.6,4,,2020-06-24T07:46:59,2020-06-24T17:43:43,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-25,10.1,-0.3,5.3,10.1,-0.8,4.6,2,81,0.1,100,4.17,rain,0,0,14,16.6,29.4,1021.6,46.6,8.2,86.6,7.4,5,,2020-06-25T07:47:06,2020-06-25T17:44:02,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-26,14,5.8,9.3,14,4,8.7,3.1,67.5,2.6,100,37.5,rain,0,0,23.8,16.6,176.8,1019.6,80.7,9.6,80,7,4,,2020-06-26T07:47:12,2020-06-26T17:44:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-27,14,3,8.4,14,0.8,8.1,4.5,77.9,0,0,0,,0,0,19.8,9.4,65.6,1017.4,68.1,7.8,70,6.1,3,,2020-06-27T07:47:16,2020-06-27T17:44:42,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-28,15,5.9,9.7,15,4,9.3,6,79.1,0.3,100,8.33,rain,0,0,20.2,16.6,117.7,1013.5,87.9,7.2,88.8,7.5,4,,2020-06-28T07:47:19,2020-06-28T17:45:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-29,11.2,6,8.5,11.2,2.9,6.9,6.1,85.2,35.8,100,79.17,rain,0,0,46.1,27.7,353.6,1015.6,77.9,8.5,27.4,2.2,2,,2020-06-29T07:47:21,2020-06-29T17:45:28,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-06-30,13,0.9,7.4,13,0.5,6.9,4.4,82.9,0,0,0,,0,0,18.4,13,37.3,1023.8,60.9,8.8,85.1,7.4,4,,2020-06-30T07:47:20,2020-06-30T17:45:52,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-01,13.9,6.6,9.6,13.9,5.6,8.8,7.1,85.1,6.9,100,54.17,rain,0,0,17.6,13,165.5,1021.9,63.4,9.2,49.2,4.3,3,,2020-07-01T07:47:19,2020-07-01T17:46:17,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-02,16.6,3,8.7,16.6,1.7,8.4,6.8,89.5,0,0,0,,0,0,19.1,9.4,194.5,1020.3,47.4,4.7,127,10.9,5,,2020-07-02T07:47:15,2020-07-02T17:46:43,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-03,17,4,9.4,17,2.8,9.3,6.3,83.4,0,0,0,,0,0,18,16.6,173.8,1017.7,40.5,6.3,138.9,12.1,6,,2020-07-03T07:47:11,2020-07-03T17:47:10,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-04,10,5.7,7.5,9.6,2.5,5.6,6,90.3,38.2,100,87.5,rain,0,0,42.8,24.1,93.2,1016,78.3,8.6,12.4,1.2,1,,2020-07-04T07:47:04,2020-07-04T17:47:39,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-05,12,2.6,8,12,1.7,7.7,4.7,81,3.5,100,45.83,rain,0,0,29.2,11.2,196.5,1021.3,63.5,9.2,104,9,5,,2020-07-05T07:46:56,2020-07-05T17:48:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-06,12,6.2,8.8,12,5.2,8.6,5.9,82.4,0,0,0,,0,0,18,11.2,197,1016.5,78.8,9.3,99.4,8.6,4,,2020-07-06T07:46:47,2020-07-06T17:48:37,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-07,13,4.7,8.3,13,3.9,8,5,81.6,0.2,100,8.33,rain,0,0,27.7,14.8,207.9,1022.2,77.3,7.3,110.3,9.4,5,,2020-07-07T07:46:36,2020-07-07T17:49:08,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-08,14,7,9.6,14,4.3,8.9,5.5,77.1,7.3,100,37.5,rain,0,0,29.2,14.8,157.7,1024.6,59.2,9.5,82.9,7.2,4,,2020-07-08T07:46:23,2020-07-08T17:49:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-09,16,6.1,10,16,3.6,9.7,6.1,79.1,0,0,0,,0,0,14,11.9,132.6,1022.4,70.3,8.3,129.6,11,5,,2020-07-09T07:46:09,2020-07-09T17:50:11,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-10,15,7,9.9,15,4.8,9.6,6.9,82.1,0,0,0,,0,0,17.3,16.6,149.6,1021.2,68.6,7.8,65.3,5.5,3,,2020-07-10T07:45:53,2020-07-10T17:50:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-11,16,3,9.3,16,3,9.1,6.9,86.2,0,0,0,,0,0,16.2,18.4,156.5,1021,56,5.1,76.6,6.7,4,,2020-07-11T07:45:36,2020-07-11T17:51:18,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-12,18,5,10.3,18,3.3,9.9,7.2,83.5,0,0,0,,0,0,13.3,11.2,144.8,1021.4,45.9,4,126.2,10.9,5,,2020-07-12T07:45:17,2020-07-12T17:51:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-13,21,3.8,11.3,21,3.8,11.2,6.1,75,0,0,0,,0,0,19.1,9.4,80.9,1021.1,5,5.7,144.4,12.4,6,,2020-07-13T07:44:56,2020-07-13T17:52:27,0.77,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-14,22,3.1,11.2,22,3.1,11.1,4.1,67,0,0,0,,0,0,18.7,9.4,4.8,1017.6,1.1,7.4,152.9,13.3,6,,2020-07-14T07:44:34,2020-07-14T17:53:02,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-15,22,3,10.4,22,1.7,10,3.6,67.7,0,0,0,,0,0,16.2,16.6,156.8,1015.3,3.5,8.1,149.9,12.8,6,,2020-07-15T07:44:10,2020-07-15T17:53:38,0.84,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-16,11,3,7.1,11,0.9,6.8,5.8,91.9,0,0,0,,0,0,21.6,9.4,34.9,1015.6,81.7,3.5,69,6,3,,2020-07-16T07:43:45,2020-07-16T17:54:15,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-17,14,6,9.1,14,5.1,8.7,7.1,88.1,0,0,0,,0,0,21.6,14.8,163.9,1013.5,73.3,5.4,60.8,5.1,3,,2020-07-17T07:43:18,2020-07-17T17:54:52,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-18,14,7,10.2,14,7,10.1,8.2,88.2,0,0,0,,0,0,31.7,13,153.1,1015.6,79.1,6.2,43.5,3.7,2,,2020-07-18T07:42:50,2020-07-18T17:55:29,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-19,17,7,11,17,5.6,10.9,8.5,86.1,14,100,100,rain,0,0,33.5,18.4,177.4,1016.2,64.9,5.5,125.9,10.8,5,,2020-07-19T07:42:20,2020-07-19T17:56:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-20,16.2,4.8,10.6,16.2,4.8,10.5,7,80.1,17.7,100,100,rain,0,0,27,20.5,186.7,1015.9,40.5,8.4,117.6,10.1,5,,2020-07-20T07:41:49,2020-07-20T17:56:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-21,10,6.9,8.5,10,5.3,7.4,7.1,90.9,29.6,100,100,rain,0,0,29.5,16.6,133.2,1018.8,81.3,8.8,33.3,2.9,2,,2020-07-21T07:41:16,2020-07-21T17:57:24,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-22,12,2,7,12,0.9,6.4,4.5,86.3,6.9,100,91.67,rain,0,0,19.4,11.2,211.7,1020.8,60.4,6.9,101,8.7,4,,2020-07-22T07:40:41,2020-07-22T17:58:03,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-23,13,0.7,6.6,13,-0.6,6,3.1,80.6,2.9,100,29.17,rain,0,0,22.7,14.8,204.6,1021.5,35.7,8,139.8,12.2,6,,2020-07-23T07:40:06,2020-07-23T17:58:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-24,14,0.4,6.7,14,-1.4,6.3,2.1,75.8,0,0,0,,0,0,16.6,11.2,267.4,1026.8,9,8.8,159.5,13.6,6,,2020-07-24T07:39:28,2020-07-24T17:59:22,0.14,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-25,12.3,0,5.8,12.3,-0.2,5.4,1.9,77.9,0.1,100,4.17,rain,0,0,14.8,7.6,37.7,1024.3,64.9,7.2,71.4,6.1,4,,2020-07-25T07:38:49,2020-07-25T18:00:02,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-26,12.9,5.9,8.8,12.9,4,8.3,3.6,71.2,0.9,100,8.33,rain,0,0,13.7,11.2,181.5,1022,83.1,7.6,68,6,3,,2020-07-26T07:38:09,2020-07-26T18:00:42,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-27,13.8,4.2,8.7,13.8,4,8.3,3.8,72.4,0,0,0,,0,0,18,11.2,170.6,1023.2,66.3,7.3,105.4,9.2,5,,2020-07-27T07:37:27,2020-07-27T18:01:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-28,18,-0.1,7.5,18,-1.8,7.3,2.7,75.7,0,0,0,,0,0,17.6,11.2,133.7,1021.9,2,7.1,166.3,14.3,6,,2020-07-28T07:36:44,2020-07-28T18:02:03,0.28,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-29,22,0.9,10,22,0.5,9.8,1.8,64.1,0,0,0,,0,0,20.5,7.6,7.4,1017.3,0,7.9,170.7,14.5,6,,2020-07-29T07:36:00,2020-07-29T18:02:44,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-30,15,3,9.4,15,0.9,8.8,3.9,70,0,0,0,,0,0,20.9,14.8,163.6,1019.2,39.6,9.1,113.3,9.8,5,,2020-07-30T07:35:14,2020-07-30T18:03:24,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-07-31,18,3,10.6,18,0.9,10.3,5,70.6,0,0,0,,0,0,20.5,9.4,20.4,1016.8,53.1,7.4,117.2,10.2,5,,2020-07-31T07:34:27,2020-07-31T18:04:05,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2020-08-01,15,5.8,10.5,15,4.8,10.3,5.8,73.5,0,0,0,,0,0,22.7,24.1,168.7,1017.7,62.3,8.2,96.9,8.4,4,,2020-08-01T07:33:38,2020-08-01T18:04:46,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-02,20,0,9.7,20,-3.1,9.3,4.1,72.8,0,0,0,,0,0,16.2,16.6,194.1,1019.4,14.4,7.6,169.4,14.6,6,,2020-08-02T07:32:49,2020-08-02T18:05:27,0.46,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-03,19,4,10.8,19,1.6,10.2,6.5,76.9,0,0,0,,0,0,19.8,20.5,165.6,1019.1,23.5,8.6,169.1,14.6,6,,2020-08-03T07:31:57,2020-08-03T18:06:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-04,22,4,11.7,22,2.8,11.5,6.7,76.2,0,0,0,,0,0,19.1,16.6,191.9,1018.9,36.7,5.7,171.2,14.7,6,,2020-08-04T07:31:05,2020-08-04T18:06:50,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-05,15.8,6.6,11.6,15.8,6.4,11.5,8.6,82.2,8.9,100,87.5,rain,0,0,24.5,24.1,177.6,1023.5,41,9.1,116.5,10.1,5,,2020-08-05T07:30:11,2020-08-05T18:07:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-06,18,8,12.2,18,6.8,12,7.7,75.2,0.1,100,4.17,rain,0,0,20.2,20.5,179.9,1019.6,56.6,9.6,164.8,14.2,6,,2020-08-06T07:29:17,2020-08-06T18:08:12,0.6,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-07,20,5,11.8,20,3.9,11.5,6.2,70.9,0,0,0,,0,0,22.3,16.6,172.5,1018.3,24.9,8.8,180.4,15.4,7,,2020-08-07T07:28:21,2020-08-07T18:08:54,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2020-08-08,23,5,12.9,23,3.6,12.7,5.9,66.1,0,0,0,,0,0,19.8,13,302.7,1019.1,29.5,8.4,168.7,14.7,6,,2020-08-08T07:27:23,2020-08-08T18:09:35,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
